technology,dst_region,region,agent,sector,type,year,capacity,,,,,,,,,,,,,,,,,,,
com_tec,Peninsular,Peninsular,A1,commercial,retrofit,2045,12708.633,,,,,,,,,,,,,,,,,,,
com_tec2,Peninsular,Peninsular,A1,commercial,retrofit,2045,11354.3165,,,,,,,,,,,,,,,,,,,
com_tec,Central,Central,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,Central,Central,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,Western,Western,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,Western,Western,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,Northwest,Northwest,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,Northwest,Northwest,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,North,North,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,North,North,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalifSouth,BajaCalifSouth,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalifSouth,BajaCalifSouth,A2,commercial,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
com_tec,Peninsular,Peninsular,A2,commercial,retrofit,2045,12708.633,,,,,,,,,,,,,,,,,,,
com_tec2,Peninsular,Peninsular,A2,commercial,retrofit,2045,11354.3165,,,,,,,,,,,,,,,,,,,
indr_tec,Central,Central,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Central,Central,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Western,Western,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Peninsular,Peninsular,A1,industry,retrofit,2045,12708.633,,,,,,,,,,,,,,,,,,,
indr_tec2,Peninsular,Peninsular,A1,industry,retrofit,2045,11354.3165,,,,,,,,,,,,,,,,,,,
indr_tec,Central,Central,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Central,Central,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Western,Western,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
indr_tec,Peninsular,Peninsular,A2,industry,retrofit,2045,12708.633,,,,,,,,,,,,,,,,,,,
indr_tec2,Peninsular,Peninsular,A2,industry,retrofit,2045,11354.3165,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Peninsular,Peninsular,A1,transport,retrofit,2045,12708.633,,,,,,,,,,,,,,,,,,,
cars_hyd,Peninsular,Peninsular,A1,transport,retrofit,2045,11354.3165,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
cars_gsl,Peninsular,Peninsular,A2,transport,retrofit,2045,12708.633,,,,,,,,,,,,,,,,,,,
cars_hyd,Peninsular,Peninsular,A2,transport,retrofit,2045,11354.3165,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,North,North,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Northeast,Northeast,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Northeast,Northeast,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalif,BajaCalif,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalif,BajaCalif,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalifSouth,BajaCalifSouth,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalifSouth,BajaCalifSouth,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Peninsular,Peninsular,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Peninsular,Peninsular,A1,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,North,North,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Northeast,Northeast,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Northeast,Northeast,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalif,BajaCalif,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalif,BajaCalif,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalifSouth,BajaCalifSouth,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalifSouth,BajaCalifSouth,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec,Peninsular,Peninsular,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
agr_tec2,Peninsular,Peninsular,A2,agriculture,retrofit,2045,20000,,,,,,,,,,,,,,,,,,,
BIO,Central,Central,A1,power,agent,2045,0.0075,,,,,,,,,,,,,,,,,,,
GAS_GT,Central,Central,A1,power,agent,2045,31.2592,,,,,,,,,,,,,,,,,,,
GAS_GT,Eastern,Central,A1,power,agent,2045,8.47,,,,,,,,,,,,,,,,,,,
GAS_GT,Western,Central,A1,power,agent,2045,10.1254,,,,,,,,,,,,,,,,,,,
HYD,Central,Central,A1,power,agent,2045,0.6062,,,,,,,,,,,,,,,,,,,
OIL,Central,Central,A1,power,agent,2045,1.0327,,,,,,,,,,,,,,,,,,,
PV_GND,Central,Central,A1,power,agent,2045,0.1572,,,,,,,,,,,,,,,,,,,
BIO,Eastern,Eastern,A1,power,agent,2045,1.2348,,,,,,,,,,,,,,,,,,,
GAS_GT,Eastern,Eastern,A1,power,agent,2045,33.8799,,,,,,,,,,,,,,,,,,,
GAS_GT,Peninsular,Eastern,A1,power,agent,2045,6.6193,,,,,,,,,,,,,,,,,,,
HYD,Eastern,Eastern,A1,power,agent,2045,50.073,,,,,,,,,,,,,,,,,,,
NUCL,Eastern,Eastern,A1,power,agent,2045,12.1235,,,,,,,,,,,,,,,,,,,
OIL,Eastern,Eastern,A1,power,agent,2045,2.1852,,,,,,,,,,,,,,,,,,,
WIND_ON,Eastern,Eastern,A1,power,agent,2045,20.7147,,,,,,,,,,,,,,,,,,,
BIO,Western,Western,A1,power,agent,2045,0.2993,,,,,,,,,,,,,,,,,,,
COAL,Western,Western,A1,power,agent,2045,25.0702,,,,,,,,,,,,,,,,,,,
GAS_GT,Western,Western,A1,power,agent,2045,40.5015,,,,,,,,,,,,,,,,,,,
GAS_GT,Northwest,Western,A1,power,agent,2045,8.7394,,,,,,,,,,,,,,,,,,,
GEOTH,Western,Western,A1,power,agent,2045,2.3573,,,,,,,,,,,,,,,,,,,
HYD,Western,Western,A1,power,agent,2045,36.7671,,,,,,,,,,,,,,,,,,,
OIL,Western,Western,A1,power,agent,2045,6.1815,,,,,,,,,,,,,,,,,,,
PV_GND,Western,Western,A1,power,agent,2045,5.7624,,,,,,,,,,,,,,,,,,,
WIND_ON,Western,Western,A1,power,agent,2045,7.7081,,,,,,,,,,,,,,,,,,,
GAS_GT,Northwest,Northwest,A1,power,agent,2045,34.9576,,,,,,,,,,,,,,,,,,,
GAS_GT,North,Northwest,A1,power,agent,2045,9.82,,,,,,,,,,,,,,,,,,,
HYD,Northwest,Northwest,A1,power,agent,2045,7.1843,,,,,,,,,,,,,,,,,,,
OIL,Northwest,Northwest,A1,power,agent,2045,0.4191,,,,,,,,,,,,,,,,,,,
PV_GND,Northwest,Northwest,A1,power,agent,2045,3.4125,,,,,,,,,,,,,,,,,,,
WIND_ON,Northwest,Northwest,A1,power,agent,2045,0.015,,,,,,,,,,,,,,,,,,,
BIO,North,North,A1,power,agent,2045,0.0674,,,,,,,,,,,,,,,,,,,
GAS_GT,North,North,A1,power,agent,2045,32.7334,,,,,,,,,,,,,,,,,,,
HYD,North,North,A1,power,agent,2045,0.2095,,,,,,,,,,,,,,,,,,,
OIL,North,North,A1,power,agent,2045,0.8606,,,,,,,,,,,,,,,,,,,
PV_GND,North,North,A1,power,agent,2045,8.4939,,,,,,,,,,,,,,,,,,,
BIO,Northeast,Northeast,A1,power,agent,2045,0.1422,,,,,,,,,,,,,,,,,,,
COAL,Northeast,Northeast,A1,power,agent,2045,9.8784,,,,,,,,,,,,,,,,,,,
GAS_GT,Northeast,Northeast,A1,power,agent,2045,107.4576,,,,,,,,,,,,,,,,,,,
HYD,Northeast,Northeast,A1,power,agent,2045,0.8831,,,,,,,,,,,,,,,,,,,
OIL,Northeast,Northeast,A1,power,agent,2045,1.6763,,,,,,,,,,,,,,,,,,,
PV_GND,Northeast,Northeast,A1,power,agent,2045,3.4724,,,,,,,,,,,,,,,,,,,
WIND_ON,Northeast,Northeast,A1,power,agent,2045,18.8737,,,,,,,,,,,,,,,,,,,
GAS_GT,BajaCalif,BajaCalif,A1,power,agent,2045,16.8307,,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalif,BajaCalif,A1,power,agent,2045,4.0412,,,,,,,,,,,,,,,,,,,
OIL,BajaCalif,BajaCalif,A1,power,agent,2045,0.015,,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalif,BajaCalif,A1,power,agent,2045,0.0524,,,,,,,,,,,,,,,,,,,
WIND_ON,BajaCalif,BajaCalif,A1,power,agent,2045,0.0748,,,,,,,,,,,,,,,,,,,
GAS_GT,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2045,0.8457,,,,,,,,,,,,,,,,,,,
OIL,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2045,3.5547,,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2045,0.6211,,,,,,,,,,,,,,,,,,,
WIND_ON,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2045,0.3742,,,,,,,,,,,,,,,,,,,
GAS_GT,Peninsular,Peninsular,A1,power,agent,2045,6.6193,,,,,,,,,,,,,,,,,,,
OIL,Peninsular,Peninsular,A1,power,agent,2045,0.1197,,,,,,,,,,,,,,,,,,,
PV_GND,Peninsular,Peninsular,A1,power,agent,2045,5.2086,,,,,,,,,,,,,,,,,,,
PV_RFT,Peninsular,Peninsular,A1,power,agent,2045,0.0449,,,,,,,,,,,,,,,,,,,
WIND_ON,Peninsular,Peninsular,A1,power,agent,2045,1.9158,,,,,,,,,,,,,,,,,,,
BIO,Central,Central,A2,power,agent,2045,0.0075,,,,,,,,,,,,,,,,,,,
GAS_GT,Central,Central,A2,power,agent,2045,31.2592,,,,,,,,,,,,,,,,,,,
GAS_GT,Eastern,Central,A2,power,agent,2045,8.47,,,,,,,,,,,,,,,,,,,
GAS_GT,Western,Central,A2,power,agent,2045,10.1254,,,,,,,,,,,,,,,,,,,
HYD,Central,Central,A2,power,agent,2045,0.6062,,,,,,,,,,,,,,,,,,,
OIL,Central,Central,A2,power,agent,2045,1.0327,,,,,,,,,,,,,,,,,,,
PV_GND,Central,Central,A2,power,agent,2045,0.1572,,,,,,,,,,,,,,,,,,,
BIO,Eastern,Eastern,A2,power,agent,2045,1.2348,,,,,,,,,,,,,,,,,,,
GAS_GT,Eastern,Eastern,A2,power,agent,2045,33.8799,,,,,,,,,,,,,,,,,,,
GAS_GT,Peninsular,Eastern,A2,power,agent,2045,6.6193,,,,,,,,,,,,,,,,,,,
HYD,Eastern,Eastern,A2,power,agent,2045,50.073,,,,,,,,,,,,,,,,,,,
NUCL,Eastern,Eastern,A2,power,agent,2045,12.1235,,,,,,,,,,,,,,,,,,,
OIL,Eastern,Eastern,A2,power,agent,2045,2.1852,,,,,,,,,,,,,,,,,,,
WIND_ON,Eastern,Eastern,A2,power,agent,2045,20.7147,,,,,,,,,,,,,,,,,,,
BIO,Western,Western,A2,power,agent,2045,0.2993,,,,,,,,,,,,,,,,,,,
COAL,Western,Western,A2,power,agent,2045,25.0702,,,,,,,,,,,,,,,,,,,
GAS_GT,Western,Western,A2,power,agent,2045,40.5015,,,,,,,,,,,,,,,,,,,
GAS_GT,Northwest,Western,A2,power,agent,2045,8.7394,,,,,,,,,,,,,,,,,,,
GEOTH,Western,Western,A2,power,agent,2045,2.3573,,,,,,,,,,,,,,,,,,,
HYD,Western,Western,A2,power,agent,2045,36.7671,,,,,,,,,,,,,,,,,,,
OIL,Western,Western,A2,power,agent,2045,6.1815,,,,,,,,,,,,,,,,,,,
PV_GND,Western,Western,A2,power,agent,2045,5.7624,,,,,,,,,,,,,,,,,,,
WIND_ON,Western,Western,A2,power,agent,2045,7.7081,,,,,,,,,,,,,,,,,,,
GAS_GT,Northwest,Northwest,A2,power,agent,2045,34.9576,,,,,,,,,,,,,,,,,,,
GAS_GT,North,Northwest,A2,power,agent,2045,9.82,,,,,,,,,,,,,,,,,,,
HYD,Northwest,Northwest,A2,power,agent,2045,7.1843,,,,,,,,,,,,,,,,,,,
OIL,Northwest,Northwest,A2,power,agent,2045,0.4191,,,,,,,,,,,,,,,,,,,
PV_GND,Northwest,Northwest,A2,power,agent,2045,3.4125,,,,,,,,,,,,,,,,,,,
WIND_ON,Northwest,Northwest,A2,power,agent,2045,0.015,,,,,,,,,,,,,,,,,,,
BIO,North,North,A2,power,agent,2045,0.0674,,,,,,,,,,,,,,,,,,,
GAS_GT,North,North,A2,power,agent,2045,32.7334,,,,,,,,,,,,,,,,,,,
HYD,North,North,A2,power,agent,2045,0.2095,,,,,,,,,,,,,,,,,,,
OIL,North,North,A2,power,agent,2045,0.8606,,,,,,,,,,,,,,,,,,,
PV_GND,North,North,A2,power,agent,2045,8.4939,,,,,,,,,,,,,,,,,,,
BIO,Northeast,Northeast,A2,power,agent,2045,0.1422,,,,,,,,,,,,,,,,,,,
COAL,Northeast,Northeast,A2,power,agent,2045,9.8784,,,,,,,,,,,,,,,,,,,
GAS_GT,Northeast,Northeast,A2,power,agent,2045,107.4576,,,,,,,,,,,,,,,,,,,
HYD,Northeast,Northeast,A2,power,agent,2045,0.8831,,,,,,,,,,,,,,,,,,,
OIL,Northeast,Northeast,A2,power,agent,2045,1.6763,,,,,,,,,,,,,,,,,,,
PV_GND,Northeast,Northeast,A2,power,agent,2045,3.4724,,,,,,,,,,,,,,,,,,,
WIND_ON,Northeast,Northeast,A2,power,agent,2045,18.8737,,,,,,,,,,,,,,,,,,,
GAS_GT,BajaCalif,BajaCalif,A2,power,agent,2045,16.8307,,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalif,BajaCalif,A2,power,agent,2045,4.0412,,,,,,,,,,,,,,,,,,,
OIL,BajaCalif,BajaCalif,A2,power,agent,2045,0.015,,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalif,BajaCalif,A2,power,agent,2045,0.0524,,,,,,,,,,,,,,,,,,,
WIND_ON,BajaCalif,BajaCalif,A2,power,agent,2045,0.0748,,,,,,,,,,,,,,,,,,,
GAS_GT,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2045,0.8457,,,,,,,,,,,,,,,,,,,
OIL,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2045,3.5547,,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2045,0.6211,,,,,,,,,,,,,,,,,,,
WIND_ON,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2045,0.3742,,,,,,,,,,,,,,,,,,,
GAS_GT,Peninsular,Peninsular,A2,power,agent,2045,6.6193,,,,,,,,,,,,,,,,,,,
OIL,Peninsular,Peninsular,A2,power,agent,2045,0.1197,,,,,,,,,,,,,,,,,,,
PV_GND,Peninsular,Peninsular,A2,power,agent,2045,5.2086,,,,,,,,,,,,,,,,,,,
PV_RFT,Peninsular,Peninsular,A2,power,agent,2045,0.0449,,,,,,,,,,,,,,,,,,,
WIND_ON,Peninsular,Peninsular,A2,power,agent,2045,1.9158,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Central,Central,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Central,Central,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Central,Central,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Eastern,Eastern,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Eastern,Eastern,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Eastern,Eastern,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Western,Western,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Western,Western,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Western,Western,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northwest,Northwest,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northwest,Northwest,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northwest,Northwest,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,North,North,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,North,North,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,North,North,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northeast,Northeast,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northeast,Northeast,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northeast,Northeast,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalif,BajaCalif,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalif,BajaCalif,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalif,BajaCalif,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Peninsular,Peninsular,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Peninsular,Peninsular,A1,refinery,retrofit,2045,100000,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Peninsular,Peninsular,A1,refinery,retrofit,2045,150025,,,,,,,,,,,,,,,,,,,
